reg_0,reg_1,frw_0,frw_1,true,ID
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.99901848312358,0.0309815168764199,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.99901848312358,0.0309815168764199,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.99999877794542,1.22205457997591e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999065099298982,0.0309349007010181,0.999998849498527,1.15050147268784e-06,0,2019-09-26 00:48:52
0.99901848312358,0.0309815168764199,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.99999877794542,1.22205457997591e-06,0,2019-09-26 00:48:52
0.998945314004979,0.0310546859950207,0.999998849498527,1.15050147268784e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.99999877794542,1.22205457997591e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.99901848312358,0.0309815168764199,0.99999877794542,1.22205457997591e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.99999877794542,1.22205457997591e-06,0,2019-09-26 00:48:52
0.998925055970161,0.0310749440298387,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.99901848312358,0.0309815168764199,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.998925055970161,0.0310749440298387,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.99901848312358,0.0309815168764199,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.99999877794542,1.22205457997591e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.99999877794542,1.22205457997591e-06,0,2019-09-26 00:48:52
0.991925169168412,0.0380748308315876,0.99980801429632,0.000191985703679668,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.99901848312358,0.0309815168764199,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.99901848312358,0.0309815168764199,0.99997243751586,2.75624841397791e-05,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.99999877794542,1.22205457997591e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.99901848312358,0.0309815168764199,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.99999875496245,1.24503754952984e-06,0,2019-09-26 00:48:52
0.99901848312358,0.0309815168764199,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.998925055970161,0.0310749440298387,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.99997243751586,2.75624841397791e-05,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.99901848312358,0.0309815168764199,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
0.999056433787717,0.0309435662122833,0.999998841402264,1.15859773593611e-06,0,2019-09-26 00:48:52
